        1       -1       -1        0
        2       -1        0       -1
        3        1        0       -1
        4        0        0        0
        5       -1       -1        0
        6        0        1        1
        7        1       -1        0
        8       -1        0        0
        9        0        0       -1
       10        0        1       -1
       11        1        1        0
       12        0       -1        0
       13        0        1        1
       14        1       -1       -1
       15        0        1        0
       16       -1        0       -1
       17        0       -1        0
       18       -1        1        0
       19        1       -1        1
       20        0        1        1
       21        1        0        0
       22       -1        0        0
       23        0       -1        0
       24       -1        1        1
       25        0        0       -1
       26        0        0        1
       27        0        0        0
       28       -1        0       -1
       29        1       -1        0
       30        0       -1        0
       31        1       -1        0
       32        1        0        1
       33        0        0        0
       34       -1        0        0
       35        0        1        0
       36        0        1        0
       37        0        1       -1
       38        0        1        1
       39        0        0       -1
       40        1       -1        1
       41        0       -1        1
       42        1        0        0
       43        1       -1       -1
       44        1        0        1
       45       -1        0        0
       46        1        0        1
       47       -1        1        0
       48        1        0       -1
       49        0       -1        0
       50        1        1        1
