        1     0.701763051E+03     0.000000000E+00
        2     0.374963771E-02     0.000000000E+00
        3     0.461629182E+00     0.000000000E+00
        4     0.000000000E+00     0.000000000E+00
        5     0.000000000E+00     0.715699500E+05
        6     0.000000000E+00     0.121571441E+05
        7     0.918111982E+05     0.000000000E+00
        8     0.000000000E+00     0.000000000E+00
        9     0.479026158E-01     0.000000000E+00
       10     0.300944217E+05     0.000000000E+00
       11     0.000000000E+00     0.000000000E+00
       12     0.000000000E+00     0.859259179E+04
       13     0.368765648E+04     0.000000000E+00
       14     0.415898730E+02     0.630756449E+03
       15     0.000000000E+00     0.344234628E+05
       16     0.000000000E+00     0.000000000E+00
       17     0.249383892E+05     0.818963777E+04
       18     0.000000000E+00     0.960260277E+00
       19     0.000000000E+00     0.394520509E+05
       20     0.785760145E+05     0.686102144E+01
       21     0.000000000E+00     0.000000000E+00
       22     0.000000000E+00     0.000000000E+00
       23     0.100436521E+04     0.150729394E+03
       24     0.000000000E+00     0.791089072E+04
       25     0.257255249E+05     0.000000000E+00
       26     0.000000000E+00     0.000000000E+00
       27     0.000000000E+00     0.000000000E+00
       28     0.000000000E+00     0.000000000E+00
       29     0.000000000E+00     0.000000000E+00
       30     0.572617653E+03     0.136582471E+05
       31     0.334035228E+02     0.000000000E+00
       32     0.201768320E+04     0.763476491E+03
       33     0.113887024E+04     0.289551514E+03
       34     0.000000000E+00     0.156311586E+04
       35     0.214727759E+02     0.767355891E+02
       36     0.000000000E+00     0.374606537E+05
       37     0.000000000E+00     0.000000000E+00
       38     0.000000000E+00     0.191228937E+05
       39     0.231784144E+04     0.000000000E+00
       40     0.000000000E+00     0.000000000E+00
       41     0.102923654E+01     0.497825035E+03
       42     0.860457340E+05     0.000000000E+00
       43     0.167432681E+05     0.207630433E+05
       44     0.794971885E+03     0.000000000E+00
       45     0.000000000E+00     0.000000000E+00
       46     0.192504265E+04     0.628467290E+04
       47     0.000000000E+00     0.391146325E+01
       48     0.546352950E+02     0.483500203E+01
       49     0.000000000E+00     0.000000000E+00
       50     0.000000000E+00     0.000000000E+00
