        1     0.000000000E+00     0.000000000E+00     0.745050237E+05     0.000000000E+00     0.000000000E+00     0.519598175E+04     0.865448446E+03     0.000000000E+00     0.110709715E+04     0.000000000E+00     0.849448601E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.000000000E+00     0.000000000E+00     0.327513798E+05     0.467180391E+04     0.000000000E+00     0.550458111E+02     0.504361190E+04     0.361989355E+05     0.000000000E+00     0.327901944E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.506451580E+05     0.000000000E+00
        3     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.215561391E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.425342179E+03     0.271777674E+05     0.844290267E+04     0.000000000E+00     0.191667081E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.117371141E+05     0.000000000E+00
        4     0.000000000E+00     0.000000000E+00     0.234953165E+05     0.658925193E+04     0.148753034E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.367289985E+05     0.000000000E+00     0.258977683E+01     0.243041336E+04     0.541699986E+01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.690667700E+05
        5     0.151147139E+04     0.000000000E+00     0.240208899E+04     0.312993726E+04     0.909951185E+01     0.456288612E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.875940875E-01     0.000000000E+00     0.000000000E+00     0.952406246E-01     0.921257564E+05     0.189600591E+01     0.410037487E+03     0.000000000E+00     0.000000000E+00
        6     0.000000000E+00     0.503611989E+03     0.763434021E+01     0.356010781E+03     0.378723748E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.342890749E+05     0.644789417E+05     0.000000000E+00     0.195743458E+05     0.217217997E+04     0.253772531E+05     0.887550935E+03     0.000000000E+00
        7     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.147065307E+01     0.000000000E+00     0.123339644E+05     0.000000000E+00     0.279293460E+04     0.000000000E+00     0.767038773E+04     0.146779079E+05     0.000000000E+00     0.000000000E+00     0.324665365E+03     0.945640222E+02     0.000000000E+00     0.796418019E+04     0.000000000E+00
        8     0.398502251E+04     0.306333629E+00     0.000000000E+00     0.515592270E+05     0.114584647E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.562834445E+05     0.361698229E+05     0.000000000E+00     0.329792629E+05     0.000000000E+00     0.235755293E+03     0.135999402E+05     0.000000000E+00     0.288397176E+05     0.000000000E+00
        9     0.248717997E+05     0.605081947E+05     0.000000000E+00     0.000000000E+00     0.494891090E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.560607389E+05     0.000000000E+00     0.972731417E+04     0.000000000E+00     0.100590088E+04     0.000000000E+00     0.992313287E+05     0.183871411E+05     0.000000000E+00
       10     0.615806120E+03     0.328498592E+03     0.000000000E+00     0.427460073E+03     0.410524551E+03     0.000000000E+00     0.502461483E+05     0.242976420E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.137638361E-01     0.493960779E+05     0.000000000E+00     0.249941168E+02     0.000000000E+00     0.000000000E+00     0.152539203E+05
       11     0.501487117E+04     0.000000000E+00     0.163234306E+00     0.000000000E+00     0.209927314E+01     0.000000000E+00     0.142748061E-02     0.234509988E+05     0.000000000E+00     0.314027553E+04     0.197557945E+05     0.426441092E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.200717078E+05     0.000000000E+00
       12     0.775732800E+05     0.318643701E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.318096872E+05     0.471342643E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.245268491E+04     0.000000000E+00     0.416994231E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       13     0.000000000E+00     0.986730878E+05     0.000000000E+00     0.817342047E+00     0.000000000E+00     0.303382513E+05     0.514488205E+05     0.253028478E+05     0.955310159E+05     0.000000000E+00     0.679550636E+02     0.000000000E+00     0.000000000E+00     0.322265550E+03     0.109349142E+05     0.447365333E+04     0.000000000E+00     0.644514010E+05
