        1     0.231523592E+05     0.000000000E+00     0.914032051E+03     0.706021960E+00     0.000000000E+00     0.000000000E+00     0.240104741E+05     0.000000000E+00     0.234894405E-02     0.175616701E+05     0.905464327E+04     0.399610992E+04     0.543855020E+04     0.000000000E+00     0.113971217E+05     0.000000000E+00     0.000000000E+00     0.395618529E+05     0.000000000E+00     0.000000000E+00     0.542473768E+02     0.492058620E+01     0.000000000E+00     0.954648357E+05     0.380087834E+04     0.000000000E+00     0.163220610E+02     0.258827954E+03     0.472982524E+04     0.249345541E+03     0.129990762E+05     0.000000000E+00     0.000000000E+00     0.122456551E+03     0.432904776E+05     0.155055184E+05     0.000000000E+00     0.414160271E+04     0.705951806E+05     0.000000000E+00     0.592919105E+05     0.000000000E+00     0.747378534E+03     0.196116521E+01     0.000000000E+00     0.000000000E+00     0.101122901E+05     0.000000000E+00     0.922634359E+04     0.000000000E+00     0.000000000E+00     0.788473946E+05     0.000000000E+00     0.271023037E+03     0.146225554E+05     0.331038732E+04     0.232358494E+03     0.000000000E+00     0.282507721E+03     0.000000000E+00
        2     0.197626196E+04     0.145383237E+04     0.000000000E+00     0.204447844E+05     0.000000000E+00     0.000000000E+00     0.198979950E+05     0.176929233E+04     0.502053804E+04     0.125689061E-02     0.290300866E+05     0.447964033E+04     0.000000000E+00     0.302325524E+02     0.424910852E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.425529980E+04     0.585686327E+05     0.251445543E+05     0.000000000E+00     0.000000000E+00     0.185562921E+05     0.000000000E+00     0.000000000E+00     0.577471350E+03     0.932490339E+05     0.000000000E+00     0.512759940E+04     0.000000000E+00     0.879964431E+05     0.232153486E+02     0.372219710E+03     0.853599003E+05     0.563517003E-03     0.308578433E+05     0.000000000E+00     0.245137649E+01     0.205828562E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.381047906E+05     0.000000000E+00     0.000000000E+00     0.666254028E+03     0.269159267E+04     0.234820731E+05     0.269709001E+03     0.176077281E+03     0.000000000E+00     0.000000000E+00     0.785535807E+05     0.000000000E+00     0.000000000E+00     0.651390993E+03     0.000000000E+00     0.309282838E+00     0.000000000E+00
        3     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.443046027E+04     0.702246598E+05     0.306718037E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.196789126E+02     0.132997570E+04     0.000000000E+00     0.000000000E+00     0.214070352E-04     0.314976328E+01     0.000000000E+00     0.173398736E+04     0.254833762E+04     0.000000000E+00     0.154986968E+05     0.817661143E+05     0.000000000E+00     0.189138953E+05     0.112154182E+05     0.000000000E+00     0.000000000E+00     0.525615827E+05     0.000000000E+00     0.566397057E+02     0.163646524E+05     0.000000000E+00     0.000000000E+00     0.235424089E+05     0.000000000E+00     0.519080915E+01     0.119984863E-06     0.000000000E+00     0.313571447E+05     0.000000000E+00     0.379252244E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.490593193E+01     0.275466516E-01     0.000000000E+00     0.000000000E+00     0.177852447E+02     0.000000000E+00     0.000000000E+00     0.819768458E+05     0.000000000E+00     0.505429847E+00     0.000000000E+00     0.840426814E+05     0.142996954E+05     0.000000000E+00     0.000000000E+00
        4     0.178321866E+05     0.917794263E+04     0.963945924E+02     0.000000000E+00     0.946353699E+05     0.393239014E+05     0.102397200E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.257348456E+02     0.278518811E+04     0.451626651E+05     0.922295435E+05     0.000000000E+00     0.000000000E+00     0.165628163E+05     0.000000000E+00     0.273778058E+04     0.352462233E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.746983901E+02     0.000000000E+00     0.355412552E+03     0.181078568E+05     0.000000000E+00     0.203203197E+05     0.000000000E+00     0.719377312E+05     0.308019598E+03     0.000000000E+00     0.849052259E+05     0.291738084E+05     0.769890699E+04     0.114944791E+03     0.000000000E+00     0.000000000E+00     0.310128793E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.198436462E+04     0.773949278E+02     0.000000000E+00     0.000000000E+00     0.596803727E+05     0.000000000E+00     0.000000000E+00     0.641997348E+05     0.820955195E+01     0.260322281E-02     0.598576523E+05
        5     0.743840297E+05     0.000000000E+00     0.000000000E+00     0.228854104E+04     0.246673300E+04     0.968754197E+05     0.000000000E+00     0.000000000E+00     0.612548769E+05     0.000000000E+00     0.123123228E-02     0.103633824E+04     0.000000000E+00     0.000000000E+00     0.654420435E+02     0.000000000E+00     0.332409191E+03     0.198155814E+04     0.186480078E+05     0.182334958E+05     0.000000000E+00     0.111794440E+02     0.348606632E+04     0.000000000E+00     0.000000000E+00     0.731388482E+02     0.000000000E+00     0.181537911E+03     0.000000000E+00     0.117756740E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.571408902E+05     0.840762957E+05     0.000000000E+00     0.686796667E+05     0.000000000E+00     0.204950946E+05     0.251710965E+02     0.159965820E-14     0.597369086E+04     0.000000000E+00     0.775093798E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.222479215E+05     0.000000000E+00     0.532541264E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.276386020E-09     0.000000000E+00     0.492663197E+04     0.000000000E+00
        6     0.000000000E+00     0.124369794E+05     0.000000000E+00     0.419353150E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.188065716E+04     0.386980528E+05     0.247363470E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.201538872E+05     0.000000000E+00     0.455680499E+05     0.413075698E+05     0.613643512E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.222932276E+05     0.762767953E+03     0.664841609E+05     0.246110465E+05     0.403745439E+03     0.543044797E+04     0.706400273E+04     0.000000000E+00     0.000000000E+00     0.371322723E+04     0.395315177E+05     0.121766335E+05     0.000000000E+00     0.435710546E+05     0.296377972E+04     0.607849533E+05     0.000000000E+00     0.738076879E+04     0.114275185E+05     0.355922649E+03     0.488973674E+03     0.257443374E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.124396614E+03     0.211615358E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.444057143E+04     0.000000000E+00
        7     0.000000000E+00     0.000000000E+00     0.457845932E+03     0.373194103E+01     0.194083109E+00     0.113052806E-02     0.817065184E+01     0.275713889E+02     0.150537546E+04     0.786528218E+04     0.215961189E+05     0.654202634E+05     0.208691153E+05     0.000000000E+00     0.359227623E+02     0.655637761E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.633745952E+05     0.796237582E+01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.238795934E+04     0.000000000E+00     0.334200057E+05     0.767447090E+02     0.141742899E+05     0.000000000E+00     0.000000000E+00     0.128763372E+05     0.689335798E+04     0.333955953E+05     0.000000000E+00     0.648887280E+01     0.000000000E+00     0.264056217E+05     0.000000000E+00     0.980075152E+05     0.000000000E+00     0.412631173E+03     0.000000000E+00     0.000000000E+00     0.332452090E+05     0.176724666E+04     0.618845329E+04     0.000000000E+00     0.000000000E+00     0.343486194E+04     0.341516350E+03     0.316830781E+05     0.462721520E-02     0.000000000E+00     0.000000000E+00     0.236851703E+02     0.511889175E+05     0.000000000E+00
        8     0.164775103E+05     0.959234196E+05     0.929111763E+05     0.000000000E+00     0.000000000E+00     0.308268270E+05     0.000000000E+00     0.684709629E+04     0.000000000E+00     0.000000000E+00     0.179063005E+05     0.744118252E-01     0.122138692E+00     0.000000000E+00     0.000000000E+00     0.582009229E-02     0.000000000E+00     0.788206489E+04     0.000000000E+00     0.233142626E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.564612842E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.547635820E+04     0.000000000E+00     0.000000000E+00     0.154800420E+05     0.000000000E+00     0.436064652E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.647895340E+04     0.000000000E+00     0.000000000E+00     0.815361325E+04     0.599985274E+05     0.179461782E-03     0.000000000E+00     0.000000000E+00     0.116531679E+01     0.129588844E+04     0.000000000E+00     0.960816654E+05     0.113312229E+05     0.000000000E+00     0.136170558E+05     0.681348588E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        9     0.434465443E+03     0.549057549E+05     0.756847177E+04     0.229386498E+05     0.000000000E+00     0.265456051E+03     0.463872462E+05     0.980156804E+03     0.000000000E+00     0.441381770E+03     0.248987270E+04     0.296624100E+03     0.383506816E+05     0.000000000E+00     0.151075838E+03     0.152885066E+02     0.184419047E+05     0.721823722E+05     0.941807171E+04     0.000000000E+00     0.130581483E+01     0.443983292E+00     0.139872830E+05     0.000000000E+00     0.212071902E+02     0.000000000E+00     0.240438214E+02     0.873424868E+04     0.000000000E+00     0.284712304E+01     0.000000000E+00     0.000000000E+00     0.676524767E+05     0.000000000E+00     0.000000000E+00     0.599866259E+05     0.166013392E+01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.163307928E+05     0.217183846E+03     0.110573029E+04     0.162124450E+04     0.494913135E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.374244595E+05     0.212297422E-03     0.247345729E+05     0.133090896E+01     0.444454327E+05     0.586105270E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       10     0.140545342E+05     0.419771143E+01     0.822160666E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.562565223E+00     0.121375362E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.772738545E+03     0.259691808E+02     0.777728780E+04     0.106139298E+02     0.000000000E+00     0.105225481E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.314780381E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.102343829E-01     0.789277857E+05     0.133621476E+05     0.000000000E+00     0.211308812E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.311074010E+05     0.200513197E+04     0.000000000E+00     0.491598972E+04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.160323438E+02     0.000000000E+00     0.139925535E+05     0.000000000E+00     0.163867225E+04     0.307900041E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.801178521E+05     0.000000000E+00     0.182162994E+02     0.000000000E+00
