        1     0.222502584E+03     0.937788188E+07
        2     0.120351598E+03     0.284857273E+07
        3     0.268857422E+03     0.271510422E+07
        4     0.331255817E+03     0.520081580E+07
        5     0.352432930E+03     0.644909143E+06
        6     0.201169860E+03     0.553980529E+07
        7     0.231372414E+03     0.272853136E+07
        8     0.356665370E+03     0.247849941E+07
        9     0.670448828E+02     0.293908596E+07
       10     0.180058322E+03     0.901341736E+07
       11     0.667363858E+02     0.347179472E+07
       12     0.395651364E+02     0.572417438E+07
       13     0.219897945E+03     0.423659086E+06
       14     0.177970855E+03     0.129576027E+07
       15     0.153028007E+03     0.101757050E+06
       16     0.201264167E+02     0.861693025E+07
       17     0.930413890E+02     0.567966521E+07
       18     0.261013312E+03     0.684878469E+07
       19     0.391913867E+02     0.217970133E+07
       20     0.286442757E+01     0.885259390E+07
       21     0.215191011E+03     0.115119457E+07
       22     0.302832019E+03     0.691022873E+06
       23     0.274653203E+03     0.546464622E+07
       24     0.155356915E+03     0.346961915E+07
       25     0.141889307E+03     0.727351725E+07
       26     0.248154738E+03     0.531380177E+07
       27     0.380974531E+02     0.945446551E+07
       28     0.189929795E+03     0.584882021E+07
       29     0.169508271E+03     0.572075188E+07
       30     0.124144671E+03     0.635739744E+07
       31     0.304559898E+02     0.234997034E+07
       32     0.359485316E+02     0.498089671E+07
       33     0.157639325E+03     0.770287216E+07
       34     0.141998656E+03     0.468429744E+07
       35     0.298669038E+03     0.586670578E+07
       36     0.457682061E+02     0.766063869E+07
       37     0.325171731E+03     0.709495306E+07
       38     0.365902233E+02     0.916828513E+07
       39     0.500084567E+02     0.689176559E+07
       40     0.476229858E+02     0.617332995E+07
       41     0.937176704E+02     0.260264397E+07
       42     0.337357543E+03     0.848972797E+07
       43     0.209515221E+03     0.336277425E+07
       44     0.137877774E+03     0.647496939E+07
       45     0.156799257E+03     0.137934685E+06
       46     0.245587907E+03     0.250381827E+06
       47     0.909533000E+02     0.464970589E+07
       48     0.248490143E+02     0.268276572E+07
       49     0.288570092E+03     0.768190622E+07
       50     0.953816271E+02     0.113967597E+07
