        1     0.989639512E-01     0.000000000E+00     0.837569224E-04     0.970388386E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.000000000E+00     0.000000000E+00     0.658711450E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.284003354E-04     0.000000000E+00
        3     0.795070458E-01     0.000000000E+00     0.560556981E-02     0.498120720E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        4     0.145092126E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.251716178E-01     0.000000000E+00     0.000000000E+00     0.549833758E-02
        5     0.216123100E-04     0.700337114E-07     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        6     0.000000000E+00     0.820265317E-01     0.000000000E+00     0.000000000E+00     0.994421782E-04     0.159575101E-03     0.824413054E-01     0.000000000E+00     0.000000000E+00
        7     0.965395747E-01     0.113822056E-04     0.159136992E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        8     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        9     0.331583626E-11     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.324638977E-02     0.602947349E-02
       10     0.424668100E-01     0.000000000E+00     0.000000000E+00     0.757366649E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       11     0.000000000E+00     0.282331677E-17     0.114504208E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.195208915E-01     0.000000000E+00
       12     0.000000000E+00     0.142879596E-01     0.285316016E-01     0.000000000E+00     0.713475429E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       13     0.229733729E-03     0.657833128E-08     0.000000000E+00     0.000000000E+00     0.783450174E-01     0.000000000E+00     0.869572223E-03     0.000000000E+00     0.000000000E+00
