        1     0.234044258E+05     0.000000000E+00     0.621575985E+04
        2     0.279492286E+05     0.544174907E+05     0.378503806E+03
        3     0.161481156E+05     0.193142460E+05     0.735159717E+02
        4     0.000000000E+00     0.000000000E+00     0.000000000E+00
        5     0.111452562E+04     0.000000000E+00     0.000000000E+00
        6     0.744859745E+03     0.657315483E+03     0.595494852E+05
        7     0.000000000E+00     0.000000000E+00     0.000000000E+00
        8     0.119597539E+04     0.000000000E+00     0.261290177E+03
        9     0.000000000E+00     0.143788788E+05     0.000000000E+00
       10     0.000000000E+00     0.896952641E+05     0.476115873E+04
       11     0.201014345E+03     0.000000000E+00     0.244428706E+05
       12     0.378802737E+04     0.844316399E+05     0.000000000E+00
       13     0.000000000E+00     0.355582656E+04     0.000000000E+00
       14     0.000000000E+00     0.000000000E+00     0.164543918E+04
       15     0.243760894E+04     0.554856785E+03     0.864993817E+04
       16     0.000000000E+00     0.105502854E+05     0.139875533E+04
       17     0.619414343E+05     0.000000000E+00     0.000000000E+00
       18     0.623414883E+02     0.000000000E+00     0.000000000E+00
       19     0.000000000E+00     0.665679399E+04     0.000000000E+00
       20     0.000000000E+00     0.000000000E+00     0.000000000E+00
       21     0.923474309E+03     0.000000000E+00     0.260334014E+03
       22     0.000000000E+00     0.754296682E+04     0.000000000E+00
       23     0.120990710E+03     0.000000000E+00     0.000000000E+00
       24     0.100450945E+01     0.308354769E+05     0.359439257E+04
       25     0.000000000E+00     0.999278643E+04     0.000000000E+00
       26     0.864249562E+01     0.000000000E+00     0.136086206E+04
       27     0.000000000E+00     0.483967843E+03     0.134210135E+04
       28     0.000000000E+00     0.913869408E+04     0.782259150E+00
       29     0.000000000E+00     0.315416075E+05     0.737463985E+04
       30     0.329115070E+03     0.000000000E+00     0.191993489E+05
       31     0.000000000E+00     0.357574632E+04     0.000000000E+00
       32     0.165691188E+02     0.165759150E+03     0.377244725E+04
       33     0.270456623E+03     0.000000000E+00     0.359837505E+05
       34     0.000000000E+00     0.000000000E+00     0.242013641E-03
       35     0.000000000E+00     0.777344817E+00     0.000000000E+00
       36     0.858506484E+05     0.000000000E+00     0.000000000E+00
       37     0.757700852E+05     0.000000000E+00     0.481487507E+02
       38     0.000000000E+00     0.000000000E+00     0.240300506E+05
       39     0.000000000E+00     0.000000000E+00     0.000000000E+00
       40     0.000000000E+00     0.547165646E+04     0.686381617E+04
       41     0.000000000E+00     0.000000000E+00     0.122131320E+05
       42     0.000000000E+00     0.720930973E+00     0.000000000E+00
       43     0.000000000E+00     0.000000000E+00     0.855800335E+05
       44     0.360700995E+05     0.000000000E+00     0.000000000E+00
       45     0.208740143E+02     0.000000000E+00     0.000000000E+00
       46     0.000000000E+00     0.000000000E+00     0.188310781E+03
       47     0.714476380E+00     0.104209552E+05     0.386897381E+01
       48     0.714013048E+05     0.000000000E+00     0.456900555E+04
       49     0.265971120E+01     0.216954060E+05     0.000000000E+00
       50     0.000000000E+00     0.127000609E+05     0.000000000E+00
