        1     0.105581487E-02     0.620092377E-01     0.000000000E+00     0.706135943E-05     0.509399915E-04     0.000000000E+00     0.270001132E-01     0.228571541E-01     0.264434468E-05     0.000000000E+00     0.000000000E+00     0.826348507E-03     0.000000000E+00     0.906671234E-02     0.590222372E-03     0.372137055E-01     0.952139779E-01     0.475056911E-02     0.208914682E-01     0.000000000E+00     0.693718976E-01     0.000000000E+00     0.448195991E-03     0.225729232E-03     0.000000000E+00     0.487600501E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.905760151E-02
        2     0.183388499E-08     0.795239708E-04     0.000000000E+00     0.266592643E-01     0.754702631E-03     0.518653867E-01     0.751600147E-01     0.480851245E-05     0.625621411E-03     0.000000000E+00     0.106140031E-05     0.000000000E+00     0.684153325E-04     0.397838868E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.203328020E-04     0.000000000E+00     0.951100047E-02     0.000000000E+00     0.000000000E+00     0.424310903E-04     0.288088235E-02     0.000000000E+00     0.635522392E-03     0.867578491E-02     0.867850222E-01     0.000000000E+00     0.000000000E+00
        3     0.000000000E+00     0.890436123E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.185397151E-01     0.000000000E+00     0.000000000E+00     0.249203605E-01     0.000000000E+00     0.891318926E-04     0.112434087E-01     0.123532322E-05     0.000000000E+00     0.524786174E-01     0.125103330E-05     0.000000000E+00     0.880995405E-07     0.417732045E-03     0.000000000E+00     0.000000000E+00     0.158598816E-01     0.000000000E+00     0.000000000E+00     0.850478410E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.157383590E-02
        4     0.157533105E-01     0.000000000E+00     0.000000000E+00     0.101977316E-01     0.000000000E+00     0.000000000E+00     0.255722950E-01     0.000000000E+00     0.000000000E+00     0.477969045E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.333204275E-08     0.000000000E+00     0.865249524E-06     0.000000000E+00     0.000000000E+00     0.131521277E-06     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.611734469E-02     0.524431267E-04
        5     0.274843478E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.254272294E-01     0.272722824E-01     0.121956355E-03     0.000000000E+00     0.606998958E-02     0.145346785E-07     0.554434064E-06     0.527642190E-01     0.519646492E-05     0.756639958E-01     0.000000000E+00     0.445012517E-02     0.329013203E-02     0.649127119E-06     0.000000000E+00     0.000000000E+00     0.157149912E-02     0.799493106E-03     0.202032423E-02     0.000000000E+00     0.417508598E-01     0.000000000E+00     0.000000000E+00     0.128955544E-02
        6     0.000000000E+00     0.271861233E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.315770108E-03     0.131664065E-02     0.000000000E+00     0.663179227E-01     0.000000000E+00     0.000000000E+00     0.143682461E-01     0.924640520E-02     0.000000000E+00     0.780187525E-02     0.000000000E+00     0.000000000E+00     0.201367341E-05     0.000000000E+00     0.687714766E-02     0.194274483E-03     0.000000000E+00     0.000000000E+00     0.442564511E-01     0.000000000E+00     0.000000000E+00     0.101314194E-04     0.000000000E+00     0.873901884E-05     0.000000000E+00
        7     0.000000000E+00     0.121744827E-01     0.874834747E-01     0.000000000E+00     0.736058061E-04     0.000000000E+00     0.133949256E-01     0.000000000E+00     0.428573194E-06     0.000000000E+00     0.000000000E+00     0.394778314E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.761831663E-01     0.314948823E-02     0.000000000E+00     0.379164283E-03     0.000000000E+00     0.000000000E+00     0.487903518E-08     0.000000000E+00     0.000000000E+00     0.441989546E-03     0.000000000E+00     0.208321085E-03     0.902252771E-02     0.000000000E+00     0.000000000E+00
        8     0.000000000E+00     0.000000000E+00     0.166725434E-05     0.000000000E+00     0.885113210E-02     0.000000000E+00     0.156138375E-05     0.000000000E+00     0.731455337E-03     0.301580067E-02     0.000000000E+00     0.185435933E-02     0.000000000E+00     0.766092076E-03     0.000000000E+00     0.190527887E-01     0.414091533E-08     0.119922346E-02     0.883939174E-06     0.000000000E+00     0.610341684E-02     0.000000000E+00     0.208245976E-02     0.458608148E-01     0.534969938E-04     0.000000000E+00     0.000000000E+00     0.596956378E-01     0.357154856E-04     0.393763231E-02
        9     0.468406471E-03     0.000000000E+00     0.703136084E-02     0.000000000E+00     0.730012030E-03     0.669207461E-03     0.000000000E+00     0.777707171E-01     0.000000000E+00     0.000000000E+00     0.336623779E-05     0.311412095E-01     0.000000000E+00     0.426106622E-02     0.000000000E+00     0.101638557E-05     0.000000000E+00     0.000000000E+00     0.566907565E-03     0.000000000E+00     0.477829214E-01     0.000000000E+00     0.111370146E-04     0.000000000E+00     0.298418647E-01     0.000000000E+00     0.153470263E-01     0.716321058E-05     0.131975204E-03     0.000000000E+00
       10     0.590150945E-06     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.345455284E-02     0.000000000E+00     0.000000000E+00     0.597075510E-04     0.000000000E+00     0.153254877E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.127280727E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.421863067E-01     0.000000000E+00     0.160761353E-01     0.000000000E+00     0.000000000E+00     0.366136621E-02     0.380762612E-06     0.429446970E-06     0.000000000E+00     0.486734535E-01
       11     0.133697789E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.615814240E-01     0.135119516E-02     0.000000000E+00     0.000000000E+00     0.625652058E-07     0.515141756E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.363765900E-02     0.000000000E+00     0.437926553E-05     0.000000000E+00     0.000000000E+00     0.116200578E-02     0.575443012E-05     0.749164209E-02
       12     0.000000000E+00     0.116883208E-01     0.101927139E-01     0.000000000E+00     0.000000000E+00     0.355845809E-06     0.000000000E+00     0.000000000E+00     0.981315109E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.599089263E-01     0.370874185E-01     0.000000000E+00     0.550206769E-02     0.163147018E-02     0.000000000E+00     0.325024181E-02     0.466693393E-01     0.421260532E-01     0.000000000E+00     0.843706302E-02     0.000000000E+00     0.817964647E-10     0.000000000E+00     0.747742164E-01     0.935687271E-08     0.000000000E+00     0.420067507E-03
       13     0.000000000E+00     0.282098367E-02     0.478198099E-02     0.418224193E-01     0.815966131E-04     0.000000000E+00     0.493632010E-01     0.000000000E+00     0.000000000E+00     0.917671228E-02     0.211481720E-04     0.306691430E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.503290156E-02     0.764646780E-02     0.139445333E-04     0.000000000E+00     0.531398640E-05     0.508555169E-10     0.000000000E+00     0.131330620E-02     0.568779334E-02     0.000000000E+00     0.000000000E+00     0.120527406E-03     0.000000000E+00     0.349963227E-01
       14     0.230083885E-01     0.118711727E-02     0.000000000E+00     0.000000000E+00     0.244588001E-03     0.000000000E+00     0.530661120E-02     0.000000000E+00     0.000000000E+00     0.191045861E-04     0.000000000E+00     0.858537347E-01     0.644557834E-03     0.185336725E-04     0.000000000E+00     0.000000000E+00     0.212757469E-11     0.922547502E-03     0.123154059E-08     0.954727904E-06     0.123354719E-07     0.151014465E-02     0.835987962E-01     0.000000000E+00     0.000000000E+00     0.145603415E-08     0.129693699E-02     0.693481506E-03     0.000000000E+00     0.941692797E-06
       15     0.000000000E+00     0.425065997E-01     0.717116480E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.144559133E-01     0.211342846E-01     0.898635258E-09     0.501543084E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.378865312E-17     0.141547020E-02     0.500209745E-06     0.495396983E-03     0.315214641E-04     0.317700491E-03     0.000000000E+00     0.210462910E-01     0.000000000E+00     0.000000000E+00     0.287838596E-01     0.000000000E+00     0.000000000E+00     0.752347257E-01     0.000000000E+00     0.852716739E-03     0.156892144E-02
       16     0.000000000E+00     0.000000000E+00     0.733348538E-01     0.000000000E+00     0.000000000E+00     0.902067743E-01     0.499263577E-06     0.471887440E-02     0.906058502E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.821821114E-05     0.653022593E-03     0.141451447E-05     0.820743586E-06     0.000000000E+00     0.112971683E-03     0.000000000E+00     0.971860406E-08     0.000000000E+00     0.211752395E-02     0.345505338E-07     0.000000000E+00     0.269815181E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.747164472E-03
       17     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.544120144E-01     0.934900516E-02     0.906625748E-09     0.000000000E+00     0.000000000E+00     0.608438309E-01     0.000000000E+00     0.000000000E+00     0.156296157E-01     0.000000000E+00     0.535280561E-02     0.102513101E-03     0.375176706E-01     0.624656568E-02     0.000000000E+00     0.143931131E-03     0.700913824E-02     0.540957569E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.228248420E-01     0.982048642E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.391697139E-02
       18     0.135970860E-04     0.717788844E-01     0.000000000E+00     0.302912510E-02     0.408779886E-01     0.103177658E-01     0.000000000E+00     0.000000000E+00     0.152170474E-04     0.000000000E+00     0.482925361E-05     0.880326353E-01     0.270464084E-05     0.000000000E+00     0.159136902E-05     0.000000000E+00     0.300230814E-09     0.344148264E-02     0.000000000E+00     0.238805141E-01     0.209204976E-06     0.000000000E+00     0.000000000E+00     0.517170054E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.132368365E-08     0.000000000E+00     0.000000000E+00
       19     0.000000000E+00     0.238896232E-01     0.000000000E+00     0.230405209E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.401404612E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.844318742E-01     0.000000000E+00     0.232560731E-02     0.000000000E+00     0.350004917E-01     0.000000000E+00     0.129268234E-04     0.635021390E-02     0.947271722E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.185137315E-01     0.156787956E-06     0.133284982E-04     0.507692604E-02     0.000000000E+00
