        1     0.000000000E+00     0.000000000E+00     0.192877224E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.262610482E+05     0.000000000E+00     0.992565404E+01     0.961302251E+00     0.000000000E+00     0.296564078E+05
        3     0.605747898E-04     0.282904263E+05     0.000000000E+00     0.000000000E+00     0.853555412E+04     0.000000000E+00
        4     0.101631916E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.901646512E+04     0.000000000E+00
        5     0.399391506E+02     0.000000000E+00     0.100182707E+05     0.000000000E+00     0.000000000E+00     0.758621718E+00
        6     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.730176166E+03     0.674177511E+03     0.526748765E+05
        7     0.000000000E+00     0.000000000E+00     0.242575200E+05     0.000000000E+00     0.118639123E+05     0.200569987E+05
        8     0.000000000E+00     0.529447752E+02     0.000000000E+00     0.626522730E+04     0.741114033E-02     0.000000000E+00
        9     0.000000000E+00     0.939201861E+05     0.000000000E+00     0.000000000E+00     0.224707749E+04     0.313318864E+05
       10     0.507045195E+05     0.107796435E+04     0.000000000E+00     0.000000000E+00     0.834611899E+03     0.000000000E+00
       11     0.583108780E+05     0.646487700E+04     0.000000000E+00     0.919486105E+05     0.280424245E+04     0.328671973E+01
       12     0.000000000E+00     0.125098141E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       13     0.618942644E+02     0.197882848E+03     0.103056903E+02     0.000000000E+00     0.000000000E+00     0.198672056E+02
       14     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.976645783E+04     0.000000000E+00
       15     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.438120893E+05     0.000000000E+00     0.000000000E+00
       16     0.000000000E+00     0.343349603E+05     0.000000000E+00     0.181490773E+04     0.296156643E+01     0.000000000E+00
       17     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.676154013E+05     0.100466180E+05     0.543320982E+05
       18     0.477104076E+04     0.000000000E+00     0.000000000E+00     0.835212011E+01     0.000000000E+00     0.963503466E+05
       19     0.507443268E+05     0.132198447E+05     0.520520491E+05     0.506079623E+04     0.387032265E+05     0.000000000E+00
       20     0.000000000E+00     0.000000000E+00     0.686966809E+05     0.319917764E+04     0.320388578E-02     0.951596570E+04
       21     0.235393170E+05     0.000000000E+00     0.360524294E+04     0.000000000E+00     0.183662097E+02     0.193353887E+04
       22     0.299105462E+00     0.202561923E+05     0.000000000E+00     0.205609781E+05     0.000000000E+00     0.811600479E+04
       23     0.000000000E+00     0.000000000E+00     0.223934308E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       24     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.645699200E+03     0.116075438E+05
       25     0.000000000E+00     0.671702680E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.454778231E+00
       26     0.000000000E+00     0.154727137E+05     0.702814387E+05     0.304164858E+03     0.178328355E+02     0.000000000E+00
       27     0.687232570E+05     0.294496987E+05     0.421023207E+04     0.393051562E+04     0.000000000E+00     0.193477306E+05
       28     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.199496405E+04     0.128736962E+04     0.910196597E+05
       29     0.163806639E+05     0.000000000E+00     0.000000000E+00     0.503189833E+05     0.507691346E+05     0.000000000E+00
       30     0.355980215E+04     0.000000000E+00     0.275144332E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       31     0.000000000E+00     0.000000000E+00     0.701215091E+05     0.796886235E+04     0.000000000E+00     0.313327144E+04
       32     0.376848332E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       33     0.254842021E+05     0.747419455E+03     0.000000000E+00     0.000000000E+00     0.201356894E+04     0.584994508E+05
       34     0.448844848E+01     0.965376536E+02     0.216775572E-06     0.517044329E+00     0.000000000E+00     0.000000000E+00
       35     0.183453105E+04     0.000000000E+00     0.000000000E+00     0.341930809E+05     0.000000000E+00     0.000000000E+00
       36     0.796295192E+04     0.777837327E+01     0.107624804E+05     0.718372148E+03     0.823855227E-05     0.000000000E+00
       37     0.000000000E+00     0.364074987E+05     0.000000000E+00     0.459215188E+02     0.255648379E+05     0.000000000E+00
       38     0.914692864E+02     0.124284506E+05     0.821372881E+04     0.469366952E+04     0.951733672E+04     0.128309301E+01
       39     0.182883678E+00     0.000000000E+00     0.000000000E+00     0.207754941E+04     0.000000000E+00     0.000000000E+00
       40     0.254262160E+04     0.547237203E+02     0.000000000E+00     0.397979506E+03     0.000000000E+00     0.277063988E+05
       41     0.000000000E+00     0.000000000E+00     0.439695972E+05     0.343041835E-01     0.000000000E+00     0.268756100E+05
       42     0.000000000E+00     0.000000000E+00     0.426237411E+02     0.821974220E+03     0.000000000E+00     0.236401010E+05
       43     0.105377072E+02     0.326315847E+05     0.000000000E+00     0.158599131E-04     0.965301656E+04     0.000000000E+00
       44     0.342160482E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.312366548E+05
       45     0.000000000E+00     0.000000000E+00     0.892825176E+02     0.000000000E+00     0.320360691E+00     0.175680523E+05
       46     0.940687569E+04     0.951960717E+02     0.196908388E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
       47     0.642339119E+04     0.000000000E+00     0.000000000E+00     0.183090926E+03     0.195657296E-02     0.000000000E+00
       48     0.000000000E+00     0.000000000E+00     0.160292122E+04     0.162574438E+05     0.200791951E+02     0.782477682E+02
       49     0.158141808E+04     0.144165162E+05     0.000000000E+00     0.508277637E+02     0.000000000E+00     0.000000000E+00
       50     0.143202419E+03     0.137535594E+05     0.664291838E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
