        1     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.394983343E+01     0.000000000E+00     0.000000000E+00
        3     0.000000000E+00     0.782036533E+04     0.000000000E+00     0.515011857E+04     0.000000000E+00     0.000000000E+00
        4     0.459310085E+04     0.214004930E+05     0.192765329E+04     0.222396710E+01     0.124371200E+05     0.923178196E+01
        5     0.000000000E+00     0.221210979E-02     0.000000000E+00     0.345893885E+00     0.000000000E+00     0.000000000E+00
        6     0.150697852E+05     0.651966913E+04     0.112605954E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00
        7     0.302179874E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.153487897E+05     0.000000000E+00
        8     0.000000000E+00     0.117278437E+03     0.523678640E+05     0.376448400E-02     0.000000000E+00     0.000000000E+00
        9     0.978603562E+05     0.702196060E+05     0.000000000E+00     0.000000000E+00     0.635685209E+05     0.000000000E+00
       10     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.411120304E+02     0.785580277E+00
       11     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       12     0.367789590E+04     0.826641500E+05     0.175320389E+04     0.000000000E+00     0.000000000E+00     0.304474982E+02
       13     0.000000000E+00     0.000000000E+00     0.356089586E+04     0.105983729E+05     0.000000000E+00     0.103047889E+04
       14     0.396909210E+05     0.000000000E+00     0.000000000E+00     0.437155095E+04     0.000000000E+00     0.000000000E+00
       15     0.000000000E+00     0.236296303E+05     0.000000000E+00     0.157872843E+05     0.000000000E+00     0.331582922E+01
       16     0.234533062E+03     0.180831228E+04     0.252431316E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00
       17     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.662222650E+02     0.226829413E+04
       18     0.496497147E+05     0.000000000E+00     0.757057351E+04     0.000000000E+00     0.000000000E+00     0.906677307E+02
       19     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.159260484E+05     0.430044002E+04     0.310577607E+05
       20     0.140272533E+04     0.317967706E+03     0.000000000E+00     0.000000000E+00     0.409718433E+05     0.138462314E+04
       21     0.580461619E+05     0.000000000E+00     0.216709294E+05     0.369059880E+03     0.221073927E+05     0.820523250E+05
       22     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.789297725E+03     0.000000000E+00
       23     0.195223030E-06     0.958447783E+05     0.185938151E+04     0.706016997E+05     0.000000000E+00     0.100387861E+02
       24     0.894071971E+04     0.000000000E+00     0.000000000E+00     0.223984326E+04     0.000000000E+00     0.215757676E+01
       25     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.767727090E+01     0.388125685E+03
       26     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       27     0.657094361E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.596959694E+03     0.669614560E+05
       28     0.587646786E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       29     0.510926041E+03     0.992293146E+05     0.000000000E+00     0.193469993E+04     0.433243810E+05     0.000000000E+00
       30     0.306141964E+03     0.000000000E+00     0.000000000E+00     0.225581466E+02     0.000000000E+00     0.000000000E+00
       31     0.421771784E+05     0.000000000E+00     0.114695530E+03     0.000000000E+00     0.532516781E+05     0.612960869E+04
       32     0.789001431E+05     0.000000000E+00     0.000000000E+00     0.412422886E-02     0.978325696E+04     0.000000000E+00
       33     0.000000000E+00     0.000000000E+00     0.860408608E+04     0.000000000E+00     0.123554161E+03     0.680036161E+04
       34     0.191450558E+05     0.000000000E+00     0.000000000E+00     0.918107862E+04     0.000000000E+00     0.739234077E+01
       35     0.619114679E+04     0.000000000E+00     0.000000000E+00     0.413678759E+02     0.000000000E+00     0.000000000E+00
       36     0.000000000E+00     0.233275251E+03     0.298859297E+00     0.000000000E+00     0.308471761E+05     0.000000000E+00
       37     0.000000000E+00     0.531636297E+04     0.000000000E+00     0.330233356E+05     0.000000000E+00     0.464176611E+01
       38     0.791878831E-01     0.000000000E+00     0.325106649E+04     0.000000000E+00     0.374135999E+05     0.142611964E+01
       39     0.575596395E+04     0.212055991E+04     0.000000000E+00     0.984949470E+05     0.265886816E+05     0.000000000E+00
       40     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.269190242E+05     0.138618863E+05
       41     0.000000000E+00     0.000000000E+00     0.524139737E+05     0.102138677E+02     0.000000000E+00     0.147743745E+05
       42     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.821188885E+04     0.000000000E+00     0.000000000E+00
       43     0.159551987E+05     0.625067643E+05     0.000000000E+00     0.619487747E-02     0.000000000E+00     0.106052130E+05
       44     0.234448719E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       45     0.422639715E+02     0.000000000E+00     0.203249178E+05     0.000000000E+00     0.000000000E+00     0.398546748E+01
       46     0.159946182E+04     0.643664262E+05     0.000000000E+00     0.438144148E+05     0.448328775E+00     0.000000000E+00
       47     0.374766207E+00     0.667944290E+02     0.681695624E-07     0.000000000E+00     0.000000000E+00     0.000000000E+00
       48     0.101344473E+04     0.102243234E+01     0.000000000E+00     0.452074630E+05     0.000000000E+00     0.000000000E+00
       49     0.119735044E+03     0.142125654E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       50     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.283988618E+02     0.000000000E+00
