        1     0.581797714E+05     0.116712438E+04     0.449286618E+04     0.777692765E+01     0.000000000E+00     0.284860378E+04     0.897758843E+05     0.232577936E+04     0.000000000E+00     0.111675505E+03     0.000000000E+00     0.000000000E+00     0.124332176E+05     0.171043323E+05     0.825187310E+04     0.893637741E+05     0.000000000E+00     0.000000000E+00
        2     0.000000000E+00     0.000000000E+00     0.700307987E+04     0.729951113E+04     0.127218296E+05     0.569217581E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.864114007E+02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.355794426E+02     0.440926520E+04     0.142362992E+03
        3     0.000000000E+00     0.177365575E+04     0.921514258E+01     0.521359259E+05     0.127401349E+02     0.000000000E+00     0.000000000E+00     0.495892687E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.862814828E+04     0.667857683E-01     0.366737399E+02     0.000000000E+00     0.483935589E+03     0.000000000E+00     0.000000000E+00
        4     0.268246477E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.940754708E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.178108068E+05     0.169899196E+05     0.200221630E-02     0.329914611E+05     0.000000000E+00     0.404767006E+05     0.359557888E+05     0.000000000E+00     0.000000000E+00
        5     0.641839841E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.189649655E+03     0.964920661E+05     0.000000000E+00     0.000000000E+00     0.355953962E+04     0.612341362E+04     0.000000000E+00     0.000000000E+00     0.514889047E+01     0.708716759E+04
        6     0.000000000E+00     0.118809877E+02     0.000000000E+00     0.929838739E+04     0.225996606E+05     0.107013456E+05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.238779562E+04     0.754017338E+03     0.000000000E+00     0.215775549E+04     0.399353938E+00     0.440901495E+05     0.000000000E+00     0.754268409E+05     0.000000000E+00
        7     0.157904562E+05     0.119913444E-03     0.000000000E+00     0.782397731E+02     0.777366989E+05     0.000000000E+00     0.483214640E+05     0.330441238E+05     0.824743749E+03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.111021696E+05     0.100795539E+05     0.102187731E+01     0.000000000E+00     0.829441748E+03     0.405140625E+03
        8     0.000000000E+00     0.845047211E+03     0.000000000E+00     0.170663233E+04     0.238946924E+04     0.221277240E+05     0.000000000E+00     0.573704408E+05     0.283932714E+02     0.000000000E+00     0.000000000E+00     0.280495649E+04     0.000000000E+00     0.000000000E+00     0.234471058E+02     0.000000000E+00     0.000000000E+00     0.212836113E+05
        9     0.000000000E+00     0.857677430E+03     0.000000000E+00     0.116966708E+02     0.563294788E+04     0.000000000E+00     0.450961020E+05     0.000000000E+00     0.952769700E+02     0.107024577E+05     0.000000000E+00     0.000000000E+00     0.382788318E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.869151765E-01     0.218350899E+05
       10     0.231138965E+04     0.000000000E+00     0.824930700E+02     0.832442968E+04     0.000000000E+00     0.000000000E+00     0.964566429E+01     0.000000000E+00     0.130246085E+04     0.110548649E-03     0.686639924E+03     0.000000000E+00     0.472924960E+03     0.000000000E+00     0.404173404E+05     0.161769875E+02     0.360705058E+02     0.945753831E+03
       11     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.102527477E+05     0.000000000E+00     0.325813212E+04     0.000000000E+00     0.358286070E+02     0.000000000E+00     0.526362126E+03     0.184361790E+05     0.255628963E+00     0.716592801E+03     0.000000000E+00     0.473541477E+05     0.000000000E+00
