        1     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.000000000E+00     0.000000000E+00     0.000000000E+00
        3     0.191667081E-01     0.000000000E+00     0.000000000E+00
        4     0.243041336E+04     0.541699986E+01     0.000000000E+00
        5     0.952406246E-01     0.921257564E+05     0.189600591E+01
        6     0.000000000E+00     0.195743458E+05     0.217217997E+04
        7     0.000000000E+00     0.324665365E+03     0.945640222E+02
        8     0.000000000E+00     0.235755293E+03     0.135999402E+05
        9     0.000000000E+00     0.100590088E+04     0.000000000E+00
       10     0.493960779E+05     0.000000000E+00     0.249941168E+02
       11     0.000000000E+00     0.000000000E+00     0.000000000E+00
       12     0.416994231E+05     0.000000000E+00     0.000000000E+00
       13     0.000000000E+00     0.322265550E+03     0.109349142E+05
       14     0.000000000E+00     0.986057782E+04     0.175881119E+04
       15     0.000000000E+00     0.000000000E+00     0.104437712E+04
       16     0.000000000E+00     0.275601681E+03     0.163208514E+05
       17     0.113057125E+03     0.300745317E+04     0.680561892E+05
       18     0.313728853E+04     0.000000000E+00     0.429271761E+02
       19     0.594212850E+02     0.000000000E+00     0.723941851E+05
       20     0.000000000E+00     0.150879387E+04     0.000000000E+00
       21     0.399313026E+01     0.938059881E+00     0.000000000E+00
       22     0.215668222E+05     0.416327132E+04     0.000000000E+00
       23     0.327013938E-02     0.589780133E+03     0.000000000E+00
       24     0.379799457E+03     0.623062362E+03     0.225583932E+05
       25     0.215559021E-03     0.000000000E+00     0.000000000E+00
       26     0.994718594E+03     0.000000000E+00     0.326299794E+02
       27     0.000000000E+00     0.000000000E+00     0.271384626E+02
       28     0.612899408E+00     0.169998175E+05     0.000000000E+00
       29     0.000000000E+00     0.374186891E+04     0.000000000E+00
       30     0.000000000E+00     0.000000000E+00     0.121560065E+05
       31     0.822165579E+03     0.425287614E+05     0.000000000E+00
       32     0.410522582E+05     0.505761954E+04     0.000000000E+00
       33     0.231481153E+04     0.594631713E+03     0.310962551E+00
       34     0.333885074E+03     0.130720135E+05     0.507677500E+04
       35     0.998239123E+04     0.180493199E+05     0.218031545E+04
       36     0.000000000E+00     0.240592156E+04     0.108740270E+05
       37     0.000000000E+00     0.722550582E+04     0.000000000E+00
       38     0.375111279E+05     0.728428450E+05     0.734517333E+05
       39     0.000000000E+00     0.185529463E+05     0.478594827E+04
       40     0.000000000E+00     0.000000000E+00     0.822418975E+04
       41     0.000000000E+00     0.000000000E+00     0.189104037E+05
       42     0.194784537E+05     0.395779219E+05     0.000000000E+00
       43     0.000000000E+00     0.287333661E+02     0.000000000E+00
       44     0.144473216E+04     0.190359764E+05     0.271068854E+05
       45     0.100493723E+02     0.000000000E+00     0.000000000E+00
       46     0.000000000E+00     0.336071821E+05     0.000000000E+00
       47     0.494650745E+05     0.000000000E+00     0.000000000E+00
       48     0.000000000E+00     0.211883947E-01     0.000000000E+00
       49     0.181826002E+02     0.223486270E+05     0.000000000E+00
       50     0.169627617E-03     0.000000000E+00     0.870842909E+05
