        1     0.323158572E+03     0.207352095E+03     0.350143054E+03     0.110141823E+03     0.145729780E+07     0.725341797E+07     0.993571341E+07     0.613236964E+07
        2     0.100505998E+03     0.880829501E+02     0.279581945E+03     0.122067504E+03     0.923476160E+07     0.324364901E+07     0.906925917E+07     0.308467925E+07
        3     0.295838535E+03     0.938843107E+02     0.344685123E+03     0.266998715E+03     0.944449782E+07     0.257105052E+07     0.646947384E+07     0.500331819E+07
        4     0.202980480E+03     0.553888178E+02     0.248924510E+03     0.243651953E+03     0.585049212E+07     0.596988320E+07     0.634343982E+07     0.503603816E+07
        5     0.114456682E+03     0.202079151E+03     0.181340976E+03     0.326895962E+03     0.487772644E+07     0.806408525E+07     0.747452438E+07     0.298163176E+07
        6     0.219192696E+02     0.109695911E+03     0.969408488E+02     0.105368607E+03     0.160271227E+07     0.946262479E+07     0.456734657E+07     0.953863323E+07
        7     0.120116723E+03     0.539594364E+02     0.165227959E+03     0.594376230E+02     0.479334533E+07     0.936651945E+07     0.362781346E+07     0.513887644E+07
        8     0.740252566E+02     0.637445426E+02     0.136075952E+03     0.335569754E+03     0.664109230E+07     0.846821010E+07     0.455116570E+07     0.697635829E+07
        9     0.135283864E+03     0.173333380E+03     0.108834321E+03     0.182935281E+03     0.770099044E+07     0.567824483E+07     0.604937077E+07     0.699467540E+07
       10     0.221783280E+03     0.436345196E+02     0.321486998E+02     0.196682117E+03     0.340042412E+07     0.413699269E+07     0.596868277E+07     0.233949482E+07
       11     0.407739115E+02     0.313919671E+03     0.126061721E+03     0.340087152E+03     0.819142759E+07     0.422474325E+07     0.860628247E+07     0.810928524E+07
       12     0.281863067E+03     0.103094244E+02     0.348569820E+03     0.187611079E+03     0.465858877E+07     0.774075389E+06     0.257954955E+07     0.104612052E+07
       13     0.152330310E+03     0.104390287E+02     0.279727943E+03     0.944821215E+02     0.912311912E+07     0.177097917E+07     0.165487349E+07     0.483176589E+07
       14     0.237347324E+03     0.240948586E+03     0.578167319E+02     0.244512706E+03     0.500401735E+07     0.568723917E+07     0.247557342E+07     0.732830048E+07
       15     0.257760158E+03     0.105674400E+03     0.197055523E+03     0.179627988E+03     0.619439721E+07     0.431764841E+07     0.238546491E+07     0.352417946E+07
       16     0.761964512E+02     0.260229270E+03     0.265699368E+03     0.937367678E+01     0.981910527E+07     0.109467745E+07     0.119995117E+07     0.899078488E+07
       17     0.249717200E+03     0.309231770E+03     0.579133987E+01     0.224389122E+03     0.186232328E+06     0.833400249E+07     0.925029814E+07     0.180658579E+07
       18     0.168616533E+03     0.190832412E+03     0.288322985E+03     0.339699647E+03     0.220768452E+07     0.639001429E+07     0.257817626E+07     0.562673688E+07
       19     0.110088565E+03     0.321050549E+03     0.119504449E+03     0.815746236E+02     0.431789756E+06     0.555194914E+07     0.829467535E+07     0.320596695E+06
       20     0.240152485E+03     0.166181967E+03     0.209284616E+03     0.988176441E+02     0.660111368E+07     0.679668128E+07     0.844297409E+07     0.942042649E+07
       21     0.159545860E+03     0.153918006E+03     0.439870262E+02     0.287677732E+03     0.490321040E+07     0.201427817E+07     0.448492348E+07     0.537023664E+07
       22     0.185969288E+03     0.247641149E+03     0.140133255E+03     0.195546298E+03     0.923212588E+07     0.289057493E+07     0.146459103E+07     0.369661331E+07
       23     0.172647078E+03     0.623034239E+01     0.165378785E+02     0.488351727E+02     0.291662991E+07     0.812808335E+07     0.914888024E+07     0.959457576E+07
       24     0.235605733E+03     0.267461514E+02     0.333377745E+03     0.153752096E+03     0.355492234E+07     0.554060042E+07     0.865617812E+07     0.474653244E+07
       25     0.989782119E+02     0.118805788E+03     0.858828950E+02     0.258898873E+03     0.353172839E+07     0.488441586E+06     0.681580305E+06     0.468729317E+07
       26     0.302951152E+03     0.825130105E+02     0.976739931E+02     0.238596761E+03     0.345715106E+07     0.349205077E+07     0.421249568E+07     0.599002421E+07
       27     0.804953456E+02     0.330426457E+03     0.161150100E+03     0.168648677E+03     0.677029848E+07     0.783452630E+07     0.559359848E+07     0.407295763E+07
       28     0.827983546E+02     0.544660091E+02     0.183222899E+03     0.297645013E+03     0.636807978E+07     0.295487225E+07     0.183563411E+07     0.231369376E+07
       29     0.825912023E+02     0.183158441E+03     0.345232487E+03     0.344363816E+03     0.822042167E+07     0.722291410E+07     0.843719542E+07     0.293880224E+07
       30     0.544683480E+02     0.203020735E+03     0.159574656E+03     0.294118810E+02     0.532524943E+07     0.109258771E+07     0.865172923E+07     0.457412839E+07
       31     0.171148367E+03     0.351315866E+03     0.284691789E+03     0.292709041E+02     0.823417425E+07     0.639614284E+07     0.408551931E+07     0.830415249E+07
       32     0.188312960E+02     0.323681903E+03     0.149844975E+03     0.101749084E+03     0.321605623E+07     0.686551213E+07     0.611013353E+07     0.963925362E+07
       33     0.140516918E+03     0.183002443E+03     0.199015059E+03     0.181897674E+03     0.446017325E+07     0.334146023E+06     0.963255703E+07     0.754657269E+07
       34     0.953483248E+02     0.235461388E+03     0.341808271E+03     0.307966948E+03     0.582081079E+06     0.180985808E+07     0.375366807E+07     0.823015451E+07
       35     0.697039819E+02     0.178352051E+03     0.229951873E+03     0.318800604E+03     0.244679749E+07     0.190388262E+07     0.486887753E+07     0.248100817E+07
       36     0.214797113E+03     0.275451128E+03     0.109972050E+03     0.327667558E+03     0.653023124E+07     0.961555481E+07     0.269595981E+07     0.560883284E+07
       37     0.156542323E+03     0.743576145E+02     0.314734483E+03     0.144166610E+03     0.350230515E+07     0.160944462E+06     0.612650037E+07     0.872734725E+07
       38     0.594891214E+02     0.267527089E+03     0.163491175E+03     0.760691428E+02     0.181121826E+07     0.975637615E+07     0.138521791E+06     0.999032080E+07
       39     0.797237062E+02     0.287570357E+02     0.185370877E+03     0.163571084E+03     0.995696247E+07     0.496285319E+07     0.385653973E+07     0.466435432E+07
       40     0.277527266E+03     0.294439151E+03     0.945474601E+02     0.283882191E+03     0.392289758E+06     0.356043458E+07     0.100594878E+07     0.731420040E+07
       41     0.290600760E+03     0.124119437E+03     0.145174863E+03     0.326809766E+03     0.927466512E+07     0.483156145E+07     0.634468079E+07     0.190227091E+07
       42     0.125223370E+03     0.221335802E+03     0.216111717E+03     0.344529405E+03     0.500549972E+07     0.912007451E+07     0.730728447E+07     0.474864841E+07
       43     0.803594327E+02     0.354493876E+03     0.357342575E+03     0.139622133E+03     0.625554025E+07     0.124198556E+07     0.474369526E+07     0.632033944E+07
       44     0.139070392E+02     0.877562356E+02     0.192929599E+03     0.204507751E+03     0.405020058E+07     0.789677322E+07     0.772309124E+07     0.377943635E+07
       45     0.321931021E+03     0.333660643E+03     0.287187874E+03     0.235716391E+03     0.123562872E+07     0.868372381E+07     0.194864511E+07     0.319281518E+07
       46     0.325023737E+03     0.243798079E+03     0.252078810E+03     0.827229738E+01     0.939872742E+07     0.711562455E+07     0.269412696E+07     0.584007978E+07
       47     0.229821496E+03     0.612921453E+02     0.181368656E+03     0.134240205E+03     0.542011261E+07     0.554971993E+07     0.938619494E+07     0.962138057E+07
       48     0.277047150E+03     0.813563991E+02     0.295976529E+03     0.753728414E+02     0.259564757E+07     0.797645450E+06     0.989890873E+07     0.241268635E+07
       49     0.105779886E+01     0.929850626E+02     0.315104799E+03     0.289451916E+03     0.189912438E+07     0.520920277E+07     0.798588097E+07     0.118391216E+07
       50     0.323360939E+03     0.857985449E+02     0.952196002E+02     0.319871986E+03     0.686748087E+07     0.875532568E+07     0.895445764E+07     0.162140131E+06
