        1     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.149278685E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.238532390E-03     0.000000000E+00     0.600294009E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.137128192E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.968781509E-01     0.264304894E-04     0.000000000E+00     0.393569075E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.254366480E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.151436313E-08     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.537052863E-02
        3     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.119792287E-02     0.148635828E-01     0.243537280E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.105804075E-03     0.000000000E+00     0.647856700E-01     0.000000000E+00     0.000000000E+00     0.199781016E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.192013706E-01     0.000000000E+00
        4     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.103399254E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
        5     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.276595623E-06     0.000000000E+00     0.144758091E-06     0.321126863E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.241831037E-03     0.000000000E+00     0.250543925E-06     0.955930356E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.948971534E-01     0.000000000E+00     0.000000000E+00     0.968746062E-01
        6     0.247531265E-02     0.728435158E-01     0.448046029E-02     0.720724294E-04     0.671365029E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.371669540E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.363407306E-04     0.969159001E-01     0.231122527E-01     0.000000000E+00     0.192405980E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00
        7     0.000000000E+00     0.393945008E-02     0.343914385E-09     0.000000000E+00     0.268598530E-01     0.253658131E-01     0.165186644E-05     0.831869039E-01     0.274126256E-02     0.000000000E+00     0.000000000E+00     0.148303716E-02     0.000000000E+00     0.385257005E-01     0.000000000E+00     0.938399123E-03     0.000000000E+00     0.265528496E-02     0.872147654E-02     0.000000000E+00     0.000000000E+00     0.541495061E-03     0.210246444E-01     0.346918890E-03
        8     0.104122797E-02     0.510691089E-02     0.000000000E+00     0.000000000E+00     0.836884411E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.245179468E-01     0.699322032E-01     0.200492213E-03     0.000000000E+00     0.000000000E+00     0.241707701E-08     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.374364069E-03     0.326062500E-01     0.000000000E+00     0.193446785E-03     0.976821458E-02     0.981328026E-01     0.000000000E+00
        9     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.902254375E-01     0.000000000E+00     0.000000000E+00     0.147506633E-01     0.232757981E-05     0.207749702E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.239966482E-02     0.500146223E-01     0.315617726E-03     0.801735667E-02
       10     0.000000000E+00     0.145882574E-01     0.337880899E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.254169940E-02     0.000000000E+00     0.124116821E-01     0.321897495E-03     0.000000000E+00     0.148298236E-01     0.000000000E+00     0.905520130E-03     0.190706737E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.649265204E-05     0.286218653E-02
       11     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.181676878E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.550623060E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       12     0.000000000E+00     0.424482666E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.388547888E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.381520284E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.294290152E-06     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       13     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.149936132E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.919604824E-01     0.000000000E+00     0.173546382E-08     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       14     0.000000000E+00     0.000000000E+00     0.293120689E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.213421051E-01     0.000000000E+00     0.000000000E+00     0.159997092E-02     0.140268960E-03     0.958946972E-04     0.288870973E-06     0.000000000E+00     0.593741231E-03     0.000000000E+00     0.228802861E-07     0.000000000E+00     0.548920291E-04     0.000000000E+00     0.368551699E-04     0.721060398E-02     0.000000000E+00     0.000000000E+00
       15     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.282606216E-02     0.000000000E+00     0.200737779E-01     0.180599155E-04     0.000000000E+00     0.000000000E+00     0.300377654E-04     0.000000000E+00     0.136147703E-01     0.262295616E-02     0.475297247E-04     0.400693355E-01     0.000000000E+00     0.000000000E+00     0.121256945E-03     0.000000000E+00     0.278351700E-01     0.722140643E-11     0.000000000E+00
       16     0.000000000E+00     0.155873212E-02     0.879499806E-03     0.832804005E-02     0.140705602E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.481488484E-03     0.000000000E+00     0.000000000E+00     0.319037444E-01     0.000000000E+00     0.000000000E+00     0.324653188E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.616220303E-10
       17     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.478171922E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.744201161E-01     0.529013273E-02     0.240866134E-03     0.000000000E+00     0.130836619E-05     0.776892996E-04     0.000000000E+00     0.177299992E-02     0.000000000E+00     0.151198128E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.236073557E-03     0.000000000E+00     0.235668122E-04     0.501622021E-03
       18     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.414816190E-05     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.616503318E-03     0.000000000E+00     0.000000000E+00     0.000000000E+00
       19     0.713737962E-04     0.000000000E+00     0.785648093E-01     0.183287163E-04     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.281477475E-07     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00
       20     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.209904981E-03     0.966325604E-06     0.365669398E-01     0.835237436E-07     0.421033764E-03     0.000000000E+00     0.000000000E+00     0.118540968E-04     0.775447334E-02     0.000000000E+00     0.108726241E-04     0.495927841E-02     0.426961924E-03     0.270140891E-02     0.000000000E+00     0.786382319E-01     0.209807980E-01
       21     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.148184629E-02     0.187020046E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.168876527E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.141610580E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.232933581E-04
       22     0.109434149E-01     0.630348345E-01     0.483153644E-08     0.719406938E-03     0.000000000E+00     0.000000000E+00     0.134148693E-01     0.463634094E-01     0.000000000E+00     0.174354987E-01     0.000000000E+00     0.667950304E-04     0.000000000E+00     0.000000000E+00     0.143645602E-01     0.000000000E+00     0.000000000E+00     0.100269017E-01     0.000000000E+00     0.687818398E-02     0.660449342E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00
       23     0.000000000E+00     0.857271322E-10     0.213907109E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.387198270E-03     0.000000000E+00     0.000000000E+00     0.125186114E-04     0.000000000E+00     0.212477149E-03     0.000000000E+00     0.000000000E+00     0.741530100E-09     0.000000000E+00     0.905484383E-04     0.000000000E+00     0.517966435E-02     0.000000000E+00     0.000000000E+00     0.552972404E-01     0.828158169E-01     0.000000000E+00
       24     0.000000000E+00     0.481256579E-03     0.000000000E+00     0.000000000E+00     0.135082566E-02     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.356259215E-03     0.419615328E-01     0.000000000E+00     0.177493767E-01     0.000000000E+00     0.000000000E+00     0.000000000E+00     0.444812737E-01     0.273530829E-02     0.000000000E+00     0.000000000E+00     0.456870267E-02
