        1     0.000000000E+00     0.000000000E+00     0.000000000E+00
        2     0.000000000E+00     0.506451580E+05     0.000000000E+00
        3     0.000000000E+00     0.117371141E+05     0.000000000E+00
        4     0.000000000E+00     0.000000000E+00     0.690667700E+05
        5     0.410037487E+03     0.000000000E+00     0.000000000E+00
        6     0.253772531E+05     0.887550935E+03     0.000000000E+00
        7     0.000000000E+00     0.796418019E+04     0.000000000E+00
        8     0.000000000E+00     0.288397176E+05     0.000000000E+00
        9     0.992313287E+05     0.183871411E+05     0.000000000E+00
       10     0.000000000E+00     0.000000000E+00     0.152539203E+05
       11     0.000000000E+00     0.200717078E+05     0.000000000E+00
       12     0.000000000E+00     0.000000000E+00     0.000000000E+00
       13     0.447365333E+04     0.000000000E+00     0.644514010E+05
       14     0.000000000E+00     0.997048363E+01     0.000000000E+00
       15     0.346585133E+04     0.000000000E+00     0.000000000E+00
       16     0.555936126E+04     0.168899126E+04     0.183539363E+04
       17     0.825823124E+02     0.499263236E+05     0.000000000E+00
       18     0.000000000E+00     0.000000000E+00     0.993160949E+02
       19     0.000000000E+00     0.213294523E+05     0.000000000E+00
       20     0.893654084E+05     0.000000000E+00     0.000000000E+00
       21     0.670098616E+05     0.441777023E+05     0.000000000E+00
       22     0.000000000E+00     0.652554501E+04     0.000000000E+00
       23     0.587207208E+05     0.000000000E+00     0.225772252E+05
       24     0.107221607E+05     0.464676608E+05     0.000000000E+00
       25     0.000000000E+00     0.000000000E+00     0.635377255E+00
       26     0.878593434E+05     0.536189363E+04     0.000000000E+00
       27     0.108221821E+03     0.000000000E+00     0.619279811E+04
       28     0.000000000E+00     0.000000000E+00     0.211445661E+05
       29     0.206916475E+05     0.208354349E+05     0.000000000E+00
       30     0.464418862E+01     0.000000000E+00     0.000000000E+00
       31     0.000000000E+00     0.276655320E+05     0.000000000E+00
       32     0.642276077E+05     0.000000000E+00     0.454671140E+05
       33     0.391298297E+04     0.109574995E+05     0.000000000E+00
       34     0.907665223E+04     0.308438139E+02     0.466263073E+03
       35     0.176978140E+03     0.000000000E+00     0.000000000E+00
       36     0.000000000E+00     0.000000000E+00     0.000000000E+00
       37     0.000000000E+00     0.115150579E+05     0.000000000E+00
       38     0.257838789E+04     0.000000000E+00     0.000000000E+00
       39     0.000000000E+00     0.000000000E+00     0.000000000E+00
       40     0.253317163E+03     0.394742185E+00     0.391311006E+04
       41     0.923510133E+03     0.000000000E+00     0.872297994E+05
       42     0.000000000E+00     0.000000000E+00     0.231086435E-01
       43     0.189022818E+04     0.000000000E+00     0.000000000E+00
       44     0.000000000E+00     0.000000000E+00     0.000000000E+00
       45     0.000000000E+00     0.304675802E+05     0.000000000E+00
       46     0.000000000E+00     0.132277815E-02     0.566030698E+04
       47     0.946558749E+05     0.681584815E+05     0.326324120E+05
       48     0.148579152E+05     0.728523880E+04     0.000000000E+00
       49     0.870202994E-02     0.000000000E+00     0.231041291E+05
       50     0.103140935E+04     0.337066195E+04     0.331189145E+04
